title,domain,difficulty,duration,description,url
Microsoft Data Analysis with Python & R Specialization,Data Science,Beginner,5.0,"Offered by Microsoft. Build Data Analysis Skills with Python. Learn Python, R, visualization, and analytics tools to turn data into insights. Enroll for free.",https://www.coursera.org/specializations/microsoft-data-analysis-python-r
"Microsoft Data Analysis with SQL, Excel & Power BI Specialization",Data Science,Beginner,7.0,"Offered by Microsoft. Build Data Analysis Skills with Microsoft. Learn SQL, Excel, and Power BI to analyze data and create actionable insights. Enroll for free.",https://www.coursera.org/specializations/microsoft-data-analysis-sql-excel-powerbi
Microsoft Excel Professional Certificate,Data Science,Beginner,7.0,"Offered by Microsoft. Develop Excel Skills from Microsoft . Develop your data analysis skills in Excel with AI-driven Copilot, hands-on ... Enroll for free.",https://www.coursera.org/professional-certificates/microsoft-excel-skills
Microsoft Excel: Learn with Projects Specialization,General,Beginner,10.0,Offered by Coursera. Learn Microsoft Excel by Doing. Build real Excel skills through hands-on projects — from first spreadsheet to ... Enroll for free.,https://www.coursera.org/specializations/microsoft-excel-learn-with-projects
"Microsoft Foundations of Cybersecurity, Networking, and Cloud Systems Specialization",Information Technology,Intermediate,5.0,"Offered by Microsoft. Build Core Cybersecurity and Cloud Skills. Learn networking, cybersecurity, and cloud fundamentals used in modern ... Enroll for free.",https://www.coursera.org/specializations/foundations-of-cybersecurity-networking-and--cloud-systems
"Microsoft Foundations of IT Systems, Networking, and Data Protection Specialization",Information Technology,Beginner,5.0,"Offered by Microsoft. Build Essential IT Support Skills. Learn computer systems, networking, security, cloud, and data protection basics ... Enroll for free.",https://www.coursera.org/specializations/foundations-of-it-systems-networking-data-protection
Microsoft Full-Stack Developer Professional Certificate,Arts and Humanities,Beginner,10.0,Offered by Microsoft. Launch your Career in Full-Stack Development. Start your journey as a full-stack developer. Develop job-ready ... Enroll for free.,https://www.coursera.org/professional-certificates/microsoft-full-stack-developer
Microsoft Generative AI Engineering Professional Certificate,Data Science,Intermediate,8.0,"Offered by Microsoft. Empower innovation using generative AI engineering. Build, fine-tune, and deploy generative AI models using Microsoft ... Enroll for free.",https://www.coursera.org/professional-certificates/microsoft-generative-ai-engineering
Microsoft Generative and Agentic AI Basics Specialization,Data Science,Beginner,8.0,"Offered by Microsoft. Build Generative and Agentic AI Skills. Learn to create, customize, and deploy AI solutions using Microsoft Azure tools. Enroll for free.",https://www.coursera.org/specializations/microsoft-generative-and-agentic-ai-basics
Microsoft IT Support Specialist Professional Certificate,Information Technology,Beginner,10.0,Offered by Microsoft. Launch your career as an IT support specialist. Build job-ready skills – and must-have AI skills – for an in-demand ... Enroll for free.,https://www.coursera.org/professional-certificates/microsoft-it-support-specialist
Microsoft Introduction to C++ Programming Professional Certificate,Computer Science,Beginner,5.0,"Offered by Microsoft. Microsoft Introduction to C++ Programming. Learn STL, multithreading, and GenAI-powered coding with portfolio projects ... Enroll for free.",https://www.coursera.org/professional-certificates/microsoft-introduction-to-c-plus-plus-programming
Microsoft Power BI Data Analyst Professional Certificate,Data Science,Beginner,200.0,Offered by Microsoft. Launch your career as a Power BI analyst. Build job-ready skills for an in-demand career in as little as 3 months. No ... Enroll for free.,https://www.coursera.org/professional-certificates/microsoft-power-bi-data-analyst
Microsoft Power BI and Power Platform for Productivity Specialization,Data Science,Beginner,10.0,"Offered by Microsoft. Become a Power BI and Power Platform Expert. Boost Productivity, Automate Processes, and Gain Valuable Insights Enroll for free.",https://www.coursera.org/specializations/microsoft-power-bi-and-power-platform-productivity
Microsoft Project Management: Build Job-Ready Skills Professional Certificate,Business,Beginner,10.0,Offered by Microsoft. Launch your career as a project manager. Build job-ready skills and prepare for the Project Management Professional ... Enroll for free.,https://www.coursera.org/professional-certificates/microsoft-project-management
